gtin,barcodeType,productCategoryCode,productCategoryName,rawProductName,productNameKo,productNameEn,otherProductName,itemName,modelName,productNumber,companyInfo,importType,normalizedProductName,brandName,brandOwnerName,manufacturerName,categoryName,categoryCode,originInfo,specInfo,unitLabel,packageInfo,packageQuantity,netWeight,grossWeight,widthCm,depthCm,heightCm,taxType,productShape,packageMaterial,recycleLabel,isAdultProduct,isChildProduct,storageNotice,marketingText,ingredientText,sourceThumbnailUrl,sourceType,rawPayload,isActive
8801047352037,EAN13,,일배 > 냉장분식 > 냉장분식,동원)케이준양념감자,동원)케이준양념감자,,,동원)케이준양념감자,,,동원(냉장),,동원)케이준양념감자,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,800g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":21,""상품명"":""동원)케이준양념감자"",""규격"":""800g"",""바코드"":""8801047352037"",""공급사"":""동원(냉장)"",""매입가"":7850,""판매가"":10100,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.28,""적립률"":0,""수수료"":0,""재고"":5,""재고액"":39250,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2025-10-01 17:54"",""최근실사일시"":""2024-06-08 09:10"",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2024-12-11 13:25"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047352204,EAN13,,일배 > 즉석식 > 기타,퀴진크리스피돈까스,퀴진크리스피돈까스,,,퀴진크리스피돈까스,,,동원(냉장),,퀴진크리스피돈까스,동원,,동원(냉장),일배 > 즉석식 > 기타,,,480g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":22,""상품명"":""퀴진크리스피돈까스"",""규격"":""480g"",""바코드"":""8801047352204"",""공급사"":""동원(냉장)"",""매입가"":7584,""판매가"":9750,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.22,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""즉석식"",""소"":""기타"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-09-04 13:16"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:12"",""수정일시"":""2024-06-11 10:19"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047352211,EAN13,,일배 > 냉동 > 육가공,동원)퀴진크리스피돈까스모짜렐라,동원)퀴진크리스피돈까스모짜렐라,,,동원)퀴진크리스피돈까스모짜렐라,,,동원(냉장),,동원)퀴진크리스피돈까스모짜렐라,동원,,동원(냉장),일배 > 냉동 > 육가공,,,450g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":23,""상품명"":""동원)퀴진크리스피돈까스모짜렐라"",""규격"":""450g"",""바코드"":""8801047352211"",""공급사"":""동원(냉장)"",""매입가"":7584,""판매가"":9750,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.22,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉동"",""소"":""육가공"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-09-04 13:16"",""최근실사일시"":"""",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2024-06-11 16:48"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047383369,EAN13,,일배 > 냉동 > 기타,동원)동그랑땡,동원)동그랑땡,,,동원)동그랑땡,,,동원(냉장),,동원)동그랑땡,동원,,동원(냉장),일배 > 냉동 > 기타,,,710g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":24,""상품명"":""동원)동그랑땡"",""규격"":""710g"",""바코드"":""8801047383369"",""공급사"":""동원(냉장)"",""매입가"":4784,""판매가"":6100,""특매그룹속성"":""일반그룹"",""특매매입가"":3970,""특매판매가"":4980,""이익율"":21.57,""적립률"":0,""수수료"":0,""재고"":8,""재고액"":38272,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉동"",""소"":""기타"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-03-26 15:51"",""판매가변경일시"":""2025-03-26 15:51"",""최근매입일시"":""2025-10-01 17:54"",""최근실사일시"":""2024-06-08 09:10"",""등록일시"":""2024-01-18 12:37"",""수정일시"":""2025-10-01 18:18"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047384199,EAN13,,일배 > 즉석식 > 기타,양반두툼떡갈비,양반두툼떡갈비,,,양반두툼떡갈비,,,동원(냉장),,양반두툼떡갈비,동원,,동원(냉장),일배 > 즉석식 > 기타,,,480g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":25,""상품명"":""양반두툼떡갈비"",""규격"":""480g"",""바코드"":""8801047384199"",""공급사"":""동원(냉장)"",""매입가"":7184,""판매가"":9250,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.34,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""즉석식"",""소"":""기타"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-09-04 13:16"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:12"",""수정일시"":""2024-06-11 10:19"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047384205,EAN13,,일배 > 즉석식 > 기타,동원)양반송정식한입떡갈비,동원)양반송정식한입떡갈비,,,동원)양반송정식한입떡갈비,,,동원(냉장),,동원)양반송정식한입떡갈비,동원,,동원(냉장),일배 > 즉석식 > 기타,,,500g,500g,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":26,""상품명"":""동원)양반송정식한입떡갈비"",""규격"":""500g"",""바코드"":""8801047384205"",""공급사"":""동원(냉장)"",""매입가"":5984,""판매가"":7700,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.29,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""즉석식"",""소"":""기타"",""용량"":""500g"",""단위가격"":""100g당 1540원"",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-09-04 13:16"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:12"",""수정일시"":""2024-06-11 10:19"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047386483,EAN13,,일배 > 즉석식 > 기타,동원)해물모듬완자,동원)해물모듬완자,,,동원)해물모듬완자,,,동원(냉장),,동원)해물모듬완자,동원,,동원(냉장),일배 > 즉석식 > 기타,,,560g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":27,""상품명"":""동원)해물모듬완자"",""규격"":""560g"",""바코드"":""8801047386483"",""공급사"":""동원(냉장)"",""매입가"":4784,""판매가"":6150,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.21,""적립률"":0,""수수료"":0,""재고"":1,""재고액"":4784,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""즉석식"",""소"":""기타"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":"""",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2025-03-26 15:51"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:12"",""수정일시"":""2024-06-11 10:19"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047390893,EAN13,,일배 > 냉동 > 만두,개성잡채만두,개성잡채만두,,,개성잡채만두,,,동원(냉장),,개성잡채만두,동원,,동원(냉장),일배 > 냉동 > 만두,,,300g*3,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":28,""상품명"":""개성잡채만두"",""규격"":""300g*3"",""바코드"":""8801047390893"",""공급사"":""동원(냉장)"",""매입가"":5184,""판매가"":6650,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":22.05,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉동"",""소"":""만두"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-09-04 13:16"",""최근실사일시"":"""",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2024-06-11 16:47"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047511588,EAN13,,일배 > 냉장분식 > 냉장분식,동원)더킹오리지널,동원)더킹오리지널,,,동원)더킹오리지널,,,동원(냉장),,동원)더킹오리지널,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,70g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":29,""상품명"":""동원)더킹오리지널"",""규격"":""70g"",""바코드"":""8801047511588"",""공급사"":""동원(냉장)"",""매입가"":850,""판매가"":1000,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":15,""적립률"":0,""수수료"":0,""재고"":-5,""재고액"":-4250,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:48"",""판매가변경일시"":""2025-09-10 17:55"",""최근매입일시"":""2025-11-10 17:07"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:35"",""수정일시"":""2025-09-10 17:55"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047511595,EAN13,,일배 > 냉장분식 > 냉장분식,동원)더킹랍스터맛,동원)더킹랍스터맛,,,동원)더킹랍스터맛,,,동원(냉장),,동원)더킹랍스터맛,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,70g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":30,""상품명"":""동원)더킹랍스터맛"",""규격"":""70g"",""바코드"":""8801047511595"",""공급사"":""동원(냉장)"",""매입가"":850,""판매가"":1000,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":15,""적립률"":0,""수수료"":0,""재고"":17,""재고액"":14450,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-06-11 10:48"",""판매가변경일시"":""2025-09-10 17:55"",""최근매입일시"":""2025-11-10 17:07"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:35"",""수정일시"":""2025-09-10 17:55"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047512035,EAN13,,일배 > 냉장분식 > 냉장분식,동원)알래스카크랩스,동원)알래스카크랩스,,,동원)알래스카크랩스,,,동원(냉장),,동원)알래스카크랩스,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,144+72g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":31,""상품명"":""동원)알래스카크랩스"",""규격"":""144+72g"",""바코드"":""8801047512035"",""공급사"":""동원(냉장)"",""매입가"":3184,""판매가"":3900,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":18.36,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-03-22 16:36"",""판매가변경일시"":""2025-03-22 16:36"",""최근매입일시"":""2025-04-17 14:43"",""최근실사일시"":"""",""등록일시"":""2023-02-28 13:51"",""수정일시"":""2025-03-22 16:36"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047513001,EAN13,,일배 > 냉장분식 > 냉장분식,동원)김밥에딱엄선랍스틱,동원)김밥에딱엄선랍스틱,,,동원)김밥에딱엄선랍스틱,,,동원(냉장),,동원)김밥에딱엄선랍스틱,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,140g*2,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":32,""상품명"":""동원)김밥에딱엄선랍스틱"",""규격"":""140g*2"",""바코드"":""8801047513001"",""공급사"":""동원(냉장)"",""매입가"":3184,""판매가"":3900,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":18.36,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-03-22 16:37"",""판매가변경일시"":""2025-03-22 16:37"",""최근매입일시"":""2025-04-17 14:43"",""최근실사일시"":"""",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2025-03-22 16:37"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047513148,EAN13,,일배 > 어묵/맛살 > 맛살,동원)싱싱맛살,동원)싱싱맛살,,,동원)싱싱맛살,,,동원(냉장),,동원)싱싱맛살,동원,,동원(냉장),일배 > 어묵/맛살 > 맛살,,,150g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":33,""상품명"":""동원)싱싱맛살"",""규격"":""150g"",""바코드"":""8801047513148"",""공급사"":""동원(냉장)"",""매입가"":1100,""판매가"":1300,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":15.38,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""맛살"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2024-08-06 13:07"",""판매가변경일시"":""2024-08-06 13:07"",""최근매입일시"":""2025-04-23 16:01"",""최근실사일시"":"""",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2025-03-22 16:36"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047513292,EAN13,,일배 > 어묵/맛살 > 맛살,동원)싱싱맛살실속,동원)싱싱맛살실속,,,동원)싱싱맛살실속,,,동원(냉장),,동원)싱싱맛살실속,동원,,동원(냉장),일배 > 어묵/맛살 > 맛살,,,500g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":34,""상품명"":""동원)싱싱맛살실속"",""규격"":""500g"",""바코드"":""8801047513292"",""공급사"":""동원(냉장)"",""매입가"":2500,""판매가"":3680,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":32.07,""적립률"":0,""수수료"":0,""재고"":5,""재고액"":12500,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""맛살"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-10-01 18:19"",""판매가변경일시"":""2026-02-15 16:40"",""최근매입일시"":""2026-02-15 16:40"",""최근실사일시"":"""",""등록일시"":""2022-01-07 11:55"",""수정일시"":""2026-02-15 16:40"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047521006,EAN13,,일배 > 냉장분식 > 냉장분식,동원)어단백피쉬프로틴바두부,동원)어단백피쉬프로틴바두부,,,동원)어단백피쉬프로틴바두부,,,동원(냉장),,동원)어단백피쉬프로틴바두부,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,70g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":35,""상품명"":""동원)어단백피쉬프로틴바두부"",""규격"":""70g"",""바코드"":""8801047521006"",""공급사"":""동원(냉장)"",""매입가"":2500,""판매가"":3100,""특매그룹속성"":""우선그룹"",""특매매입가"":1584,""특매판매가"":1980,""이익율"":19.35,""적립률"":0,""수수료"":0,""재고"":-5,""재고액"":-12500,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":"""",""판매가변경일시"":"""",""최근매입일시"":""2025-07-09 16:49"",""최근실사일시"":"""",""등록일시"":""2025-04-10 17:30"",""수정일시"":""2025-05-22 12:24"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047521013,EAN13,,일배 > 냉장분식 > 냉장분식,동원)어단백피쉬프로틴바닭가슴살,동원)어단백피쉬프로틴바닭가슴살,,,동원)어단백피쉬프로틴바닭가슴살,,,동원(냉장),,동원)어단백피쉬프로틴바닭가슴살,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,70g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":36,""상품명"":""동원)어단백피쉬프로틴바닭가슴살"",""규격"":""70g"",""바코드"":""8801047521013"",""공급사"":""동원(냉장)"",""매입가"":2500,""판매가"":3100,""특매그룹속성"":""우선그룹"",""특매매입가"":1584,""특매판매가"":1980,""이익율"":19.35,""적립률"":0,""수수료"":0,""재고"":5,""재고액"":12500,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":"""",""판매가변경일시"":"""",""최근매입일시"":""2025-06-25 16:45"",""최근실사일시"":"""",""등록일시"":""2025-04-10 17:31"",""수정일시"":""2025-05-22 12:25"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529026,EAN13,,일배 > 어묵/맛살 > 어묵,동원)바른국탕용,동원)바른국탕용,,,동원)바른국탕용,,,동원(냉장),,동원)바른국탕용,동원,,동원(냉장),일배 > 어묵/맛살 > 어묵,,,245g,245g,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":37,""상품명"":""동원)바른국탕용"",""규격"":""245g"",""바코드"":""8801047529026"",""공급사"":""동원(냉장)"",""매입가"":2384,""판매가"":2850,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":16.35,""적립률"":0,""수수료"":0,""재고"":2,""재고액"":4768,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""어묵"",""용량"":""245g"",""단위가격"":""100g당 1163원"",""매입가변경일시"":""2024-07-19 16:40"",""판매가변경일시"":""2024-07-19 16:40"",""최근매입일시"":""2024-07-31 19:14"",""최근실사일시"":"""",""등록일시"":""2023-02-28 13:40"",""수정일시"":""2024-07-19 16:40"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529033,EAN13,,일배 > 어묵/맛살 > 어묵,동원)바른전골용,동원)바른전골용,,,동원)바른전골용,,,동원(냉장),,동원)바른전골용,동원,,동원(냉장),일배 > 어묵/맛살 > 어묵,,,350g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":38,""상품명"":""동원)바른전골용"",""규격"":""350g"",""바코드"":""8801047529033"",""공급사"":""동원(냉장)"",""매입가"":2680,""판매가"":3400,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":21.18,""적립률"":0,""수수료"":0,""재고"":2,""재고액"":5360,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""어묵"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-07-30 14:29"",""판매가변경일시"":""2025-05-22 12:25"",""최근매입일시"":""2025-11-10 17:07"",""최근실사일시"":"""",""등록일시"":""2023-02-28 13:41"",""수정일시"":""2025-07-30 14:29"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529156,EAN13,,일배 > 어묵/맛살 > 어묵,바른시원어묵탕,바른시원어묵탕,,,바른시원어묵탕,,,동원(냉장),,바른시원어묵탕,동원,,동원(냉장),일배 > 어묵/맛살 > 어묵,,,398g,398g,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":39,""상품명"":""바른시원어묵탕"",""규격"":""398g"",""바코드"":""8801047529156"",""공급사"":""동원(냉장)"",""매입가"":3584,""판매가"":4250,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":15.67,""적립률"":0,""수수료"":0,""재고"":2,""재고액"":7168,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""어묵"",""용량"":""398g"",""단위가격"":""100g당 1068원"",""매입가변경일시"":""2024-07-19 16:40"",""판매가변경일시"":""2024-07-19 16:41"",""최근매입일시"":""2024-07-31 19:14"",""최근실사일시"":"""",""등록일시"":""2023-02-28 13:41"",""수정일시"":""2024-07-19 16:41"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529408,EAN13,,일배 > 어묵/맛살 > 어묵,동원)안심유부산쫄깃사각어묵,동원)안심유부산쫄깃사각어묵,,,동원)안심유부산쫄깃사각어묵,,,동원(냉장),,동원)안심유부산쫄깃사각어묵,동원,,동원(냉장),일배 > 어묵/맛살 > 어묵,,,200g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":40,""상품명"":""동원)안심유부산쫄깃사각어묵"",""규격"":""200g"",""바코드"":""8801047529408"",""공급사"":""동원(냉장)"",""매입가"":1584,""판매가"":2000,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":20.8,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""어묵"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":"""",""판매가변경일시"":"""",""최근매입일시"":""2025-04-17 14:43"",""최근실사일시"":"""",""등록일시"":""2025-04-10 17:32"",""수정일시"":"""",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529545,EAN13,,일배 > 냉장분식 > 냉장분식,동원)바른사각(85%갈치어묵),동원)바른사각(85%갈치어묵),,,동원)바른사각(85%갈치어묵),,,동원(냉장),,동원)바른사각(85%갈치어묵),동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,180g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":41,""상품명"":""동원)바른사각(85%갈치어묵)"",""규격"":""180g"",""바코드"":""8801047529545"",""공급사"":""동원(냉장)"",""매입가"":1756,""판매가"":2100,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":16.38,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-07-30 14:29"",""판매가변경일시"":""2025-05-28 15:02"",""최근매입일시"":""2025-08-13 18:03"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:35"",""수정일시"":""2025-07-30 14:29"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047529552,EAN13,,일배 > 냉장분식 > 냉장분식,동원)바른85%실꼬리돔사각,동원)바른85%실꼬리돔사각,,,동원)바른85%실꼬리돔사각,,,동원(냉장),,동원)바른85%실꼬리돔사각,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,180g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":42,""상품명"":""동원)바른85%실꼬리돔사각"",""규격"":""180g"",""바코드"":""8801047529552"",""공급사"":""동원(냉장)"",""매입가"":1756,""판매가"":2100,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":16.38,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":""2025-07-30 14:29"",""판매가변경일시"":""2025-05-22 12:26"",""최근매입일시"":""2025-08-13 18:03"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:35"",""수정일시"":""2025-07-30 14:29"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047532200,EAN13,,일배 > 냉장분식 > 냉장분식,동원-부산어묵진사각꼬치,동원-부산어묵진사각꼬치,,,동원-부산어묵진사각꼬치,,,동원(냉장),,동원-부산어묵진사각꼬치,동원,,동원(냉장),일배 > 냉장분식 > 냉장분식,,,360g,360g,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":43,""상품명"":""동원-부산어묵진사각꼬치"",""규격"":""360g"",""바코드"":""8801047532200"",""공급사"":""동원(냉장)"",""매입가"":3824,""판매가"":4600,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":16.87,""적립률"":0,""수수료"":0,""재고"":1,""재고액"":3824,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" Z"",""대"":""일배"",""중"":""냉장분식"",""소"":""냉장분식"",""용량"":""360g"",""단위가격"":""100g당 1278원"",""매입가변경일시"":""2024-06-11 10:18"",""판매가변경일시"":""2024-06-11 10:18"",""최근매입일시"":""2024-11-20 17:20"",""최근실사일시"":"""",""등록일시"":""2024-06-11 10:12"",""수정일시"":""2024-06-11 10:19"",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
8801047532231,EAN13,,일배 > 어묵/맛살 > 어묵,동원)부산어묵진사각,동원)부산어묵진사각,,,동원)부산어묵진사각,,,동원(냉장),,동원)부산어묵진사각,동원,,동원(냉장),일배 > 어묵/맛살 > 어묵,,,500g,,,0,,,,,,,,,,0,0,,,,,CSV,"{""80"":44,""상품명"":""동원)부산어묵진사각"",""규격"":""500g"",""바코드"":""8801047532231"",""공급사"":""동원(냉장)"",""매입가"":3065,""판매가"":3700,""특매그룹속성"":"""",""특매매입가"":0,""특매판매가"":0,""이익율"":17.16,""적립률"":0,""수수료"":0,""재고"":0,""재고액"":0,""최소재고"":0,""일매출량"":0,""박스입수"":0,""ABC"":"" D"",""대"":""일배"",""중"":""어묵/맛살"",""소"":""어묵"",""용량"":"""",""단위가격"":"""",""매입가변경일시"":"""",""판매가변경일시"":"""",""최근매입일시"":""2025-08-13 18:03"",""최근실사일시"":"""",""등록일시"":""2025-08-13 18:05"",""수정일시"":"""",""상품설명"":"""",""원산지"":"""",""매대"":0}",1
