"main_sound","level","hanja","meaning","radical","strokes","total_strokes","unicode_decimal","unicode_hex","unicode_escape"
"진","특급Ⅱ","蔯","[[['사철쑥'], ['진']]]","艸","11","15","34095","852F","U+852F"
"진","특급Ⅱ","桭","[[['처마'], ['진']]]","木","7","11","26733","686D","U+686D"
"진","특급Ⅱ","賑","[[['진휼'], ['진']]]","貝","7","14","36049","8CD1","U+8CD1"
"진","특급Ⅱ","縉","[[['꽂을'], ['진']]]","糸","10","16","32265","7E09","U+7E09"
"진","특급Ⅱ","璡","[[['옥돌'], ['진']]]","玉","12","16","29857","74A1","U+74A1"
"진","특급Ⅱ","殄","[[['끊을', '다할'], ['진']]]","歹","5","9","27524","6B84","U+6B84"
"진","특급Ⅱ","袗","[[['홑옷'], ['진']]]","衣","5","10","34967","8897","U+8897"
"진","특급","鬒","[[['숱많고검을'], ['진']]]","髟","10","20","39698","9B12","U+9B12"
"진","특급","螓","[[['쓰르라미'], ['진']]]","虫","10","16","34707","8793","U+8793"
"진","특급","禛","[[['복받을'], ['진']]]","示","10","15","31131","799B","U+799B"
"진","특급","蓁","[[['우거질'], ['진']]]","艸","10","14","33985","84C1","U+84C1"
"진","특급","瑱","[[['귀막이옥'], ['진']]]","玉","10","14","29809","7471","U+7471"
"진","특급","紾","[[['비틀', '거칠'], ['진']]]","糸","5","11","32062","7D3E","U+7D3E"
"질","5급Ⅱ","質","[[['바탕'], ['질']]]","貝","8","15","36074","8CEA","U+8CEA"
"질","3급Ⅱ","疾","[[['병'], ['질']]]","疒","5","10","30142","75BE","U+75BE"
"질","3급Ⅱ","秩","[[['차례'], ['질']]]","禾","5","10","31209","79E9","U+79E9"
"질","3급","姪","[[['조카'], ['질']]]","女","6","9","23018","59EA","U+59EA"
"질","2급","窒","[[['막힐'], ['질']]]","穴","6","11","31378","7A92","U+7A92"
"질","1급","帙","[[['책권차례'], ['질']]]","巾","5","8","24089","5E19","U+5E19"
"질","1급","桎","[[['차꼬'], ['질']]]","木","6","10","26702","684E","U+684E"
"질","1급","膣","[[['음도'], ['질']]]","肉","11","15","33187","81A3","U+81A3"
"질","1급","叱","[[['꾸짖을'], ['질']]]","口","2","5","21489","53F1","U+53F1"
"질","1급","跌","[[['거꾸러질'], ['질']]]","足","5","12","36300","8DCC","U+8DCC"
"질","1급","迭","[[['갈마들'], ['질']]]","辵","5","9","36845","8FED","U+8FED"
"질","1급","嫉","[[['미워할'], ['질']]]","女","10","13","23241","5AC9","U+5AC9"
"질","특급Ⅱ","蛭","[[['거머리'], ['질']]]","虫","6","12","34541","86ED","U+86ED"
"질","특급Ⅱ","侄","[[['어리석을'], ['질']]]","人","6","8","20356","4F84","U+4F84"
"질","특급Ⅱ","瓆","[[['사람이름'], ['질']]]","玉","15","19","29894","74C6","U+74C6"
"질","특급","垤","[[['개밋둑'], ['질']]]","土","6","9","22436","57A4","U+57A4"
"질","특급","絰","[[['요질', '수질'], ['질']]]","糸","6","12","32112","7D70","U+7D70"
"질","특급","銍","[[['짧은낫'], ['질']]]","金","6","14","37517","928D","U+928D"
"질","특급","蒺","[[['남가새'], ['질']]]","艸","10","14","33978","84BA","U+84BA"
"질","특급","礩","[[['주춧돌'], ['질']]]","石","15","20","31017","7929","U+7929"
"질","특급","挃","[[['벼벨'], ['질']]]","手","6","9","25347","6303","U+6303"
"질","특급","耋","[[['늙을'], ['질']]]","老","6","12","32779","800B","U+800B"
"질","특급","瓞","[[['북치'], ['질']]]","瓜","5","10","29918","74DE","U+74DE"
"짐","1급","朕","[[['나'], ['짐']]]","月","6","10","26389","6715","U+6715"
"짐","1급","斟","[[['짐작할'], ['짐']]]","斗","9","13","26015","659F","U+659F"
"집","6급Ⅱ","集","[[['모을'], ['집']]]","隹","4","12","38598","96C6","U+96C6"
"집","3급Ⅱ","執","[[['잡을'], ['집']]]","土","8","11","22519","57F7","U+57F7"
"집","2급","輯","[[['모을'], ['집']]]","車","9","16","36655","8F2F","U+8F2F"
"집","특급Ⅱ","潗","[[['샘물솟을'], ['집']]]","水","12","15","28503","6F57","U+6F57"
"집","특급Ⅱ","鏶","[[['쇳조각'], ['집']]]","金","12","20","37878","93F6","U+93F6"
"징","3급Ⅱ","徵","[[['부를'], ['징']]]","彳","12","15","24501","5FB5","U+5FB5"
"징","3급","懲","[[['징계할'], ['징']]]","心","15","19","25074","61F2","U+61F2"
"징","1급","澄","[[['맑을'], ['징']]]","水","12","15","28548","6F84","U+6F84"
"차","4급Ⅱ","次","[[['버금'], ['차']]]","欠","2","6","27425","6B21","U+6B21"
"차","4급","差","[[['다를'], ['차']]]","工","7","10","24046","5DEE","U+5DEE"
"차","3급Ⅱ","此","[[['이'], ['차']]]","止","2","6","27492","6B64","U+6B64"
"차","3급Ⅱ","借","[[['빌', '빌릴'], ['차']]]","人","8","10","20511","501F","U+501F"
"차","3급","且","[[['또'], ['차']]]","一","4","5","19988","4E14","U+4E14"
"차","2급","遮","[[['가릴'], ['차']]]","辵","11","15","36974","906E","U+906E"
"차","1급","叉","[[['갈래'], ['차']]]","又","1","3","21449","53C9","U+53C9"
"차","1급","嗟","[[['탄식할'], ['차']]]","口","10","13","21983","55DF","U+55DF"
"차","1급","蹉","[[['미끄러질'], ['차']]]","足","10","17","36425","8E49","U+8E49"
"차","특급Ⅱ","箚","[[['글', '찌를'], ['차']], [['글', '찌를'], ['잡']]]","竹","8","14","31642","7B9A","U+7B9A"
"차","특급Ⅱ","磋","[[['갈[磨]'], ['차']]]","石","10","15","30923","78CB","U+78CB"
"차","특급Ⅱ","侘","[[['자랑할', '실의할'], ['차']]]","人","6","8","20376","4F98","U+4F98"
"차","특급Ⅱ","嵯","[[['산높고험할'], ['차']], [['산세들쭉날쭉한모양'], ['치']]]","山","10","13","23919","5D6F","U+5D6F"
"차","특급","瑳","[[['옥빛'], ['차']]]","玉","10","14","29811","7473","U+7473"
"차","특급","佌","[[['작을'], ['차']]]","人","6","8","20300","4F4C","U+4F4C"
"차","특급","泚","[[['물맑을'], ['차']]]","水","6","9","27866","6CDA","U+6CDA"
"차","특급","佽","[[['도울'], ['차']]]","人","6","8","20349","4F7D","U+4F7D"
"착","5급Ⅱ","着","[[['붙을'], ['착']]]","目","7","12","30528","7740","U+7740"
"착","3급Ⅱ","錯","[[['어긋날'], ['착']]]","金","8","16","37679","932F","U+932F"
"착","3급","捉","[[['잡을'], ['착']]]","手","7","10","25417","6349","U+6349"
"착","1급","搾","[[['짤'], ['착']]]","手","10","13","25662","643E","U+643E"
"착","1급","窄","[[['좁을'], ['착']]]","穴","5","10","31364","7A84","U+7A84"
"착","1급","鑿","[[['뚫을'], ['착']]]","金","20","28","38015","947F","U+947F"
"착","특급Ⅱ","齪","[[['악착할'], ['착']]]","齒","7","22","40810","9F6A","U+9F6A"
"착","특급","斮","[[['벨'], ['착']]]","斤","8","12","26030","65AE","U+65AE"
"착","특급","斲","[[['깎을'], ['착']]]","斤","10","14","26034","65B2","U+65B2"
"찬","4급","讚","[[['기릴'], ['찬']]]","言","19","26","35738","8B9A","U+8B9A"
"찬","3급Ⅱ","贊","[[['도울'], ['찬']]]","貝","12","19","36106","8D0A","U+8D0A"
"찬","2급","餐","[[['밥'], ['찬']]]","食","7","16","39184","9910","U+9910"
"찬","2급","瓚","[[['옥잔'], ['찬']]]","玉","19","23","29914","74DA","U+74DA"
"찬","2급","鑽","[[['뚫을'], ['찬']]]","金","19","27","38013","947D","U+947D"
"찬","2급","璨","[[['옥빛'], ['찬']]]","玉","13","17","29864","74A8","U+74A8"
"찬","2급","燦","[[['빛날'], ['찬']]]","火","13","17","29158","71E6","U+71E6"
"찬","1급","撰","[[['지을'], ['찬']]]","手","12","15","25776","64B0","U+64B0"
"찬","1급","纂","[[['모을'], ['찬']]]","糸","14","20","32386","7E82","U+7E82"
"찬","1급","饌","[[['반찬'], ['찬']]]","食","12","21","39244","994C","U+994C"
"찬","1급","篡","[[['빼앗을'], ['찬']]]","竹","10","16","31713","7BE1","U+7BE1"
"찬","특급Ⅱ","竄","[[['도망할', '내칠'], ['찬']]]","穴","13","18","31428","7AC4","U+7AC4"
"찬","특급Ⅱ","簒","[[['빼앗을[篡]'], ['찬']]]","竹","10","16","31762","7C12","U+7C12"
"찬","특급Ⅱ","澯","[[['맑을'], ['찬']]]","水","13","16","28591","6FAF","U+6FAF"
"찬","특급Ⅱ","纘","[[['이을'], ['찬']]]","糸","19","25","32408","7E98","U+7E98"
"찬","특급Ⅱ","粲","[[['선명할', '하얀쌀밥'], ['찬']]]","米","7","13","31922","7CB2","U+7CB2"
"찬","특급","爨","[[['불땔'], ['찬']]]","火","25","29","29224","7228","U+7228"
"찬","특급","巑","[[['높이솟을'], ['찬']]]","山","19","22","24017","5DD1","U+5DD1"
"찬","특급","湌","[[['먹을'], ['찬']], [['밥'], ['손']]]","水","9","12","28236","6E4C","U+6E4C"
"찰","4급Ⅱ","察","[[['살필'], ['찰']]]","宀","11","14","23519","5BDF","U+5BDF"
"찰","2급","刹","[[['절'], ['찰']]]","刀","6","8","21049","5239","U+5239"
"찰","2급","札","[[['편지'], ['찰']]]","木","1","5","26413","672D","U+672D"
"찰","1급","擦","[[['문지를'], ['찰']]]","手","14","17","25830","64E6","U+64E6"
"찰","특급Ⅱ","紮","[[['묶을'], ['찰']]]","糸","5","11","32046","7D2E","U+7D2E"
"찰","특급","扎","[[['뽑을'], ['찰']]]","手","1","4","25166","624E","U+624E"
"참","5급Ⅱ","參","[[['참여할'], ['참']]]","厶","9","11","21443","53C3","U+53C3"
"참","3급","慙","[[['부끄러울'], ['참']]]","心","11","15","24921","6159","U+6159"
"참","3급","慘","[[['참혹할'], ['참']]]","心","11","14","24920","6158","U+6158"
"참","2급","斬","[[['벨'], ['참']]]","斤","7","11","26028","65AC","U+65AC"
"참","1급","塹","[[['구덩이'], ['참']]]","土","11","14","22649","5879","U+5879"
"참","1급","站","[[['역(驛)마을'], ['참']]]","立","5","10","31449","7AD9","U+7AD9"
"참","1급","僭","[[['주제넘을'], ['참']]]","人","12","14","20717","50ED","U+50ED"
"참","1급","懺","[[['뉘우칠'], ['참']]]","心","17","20","25082","61FA","U+61FA"
"참","1급","讒","[[['참소할'], ['참']]]","言","17","24","35730","8B92","U+8B92"
"참","1급","讖","[[['예언'], ['참']]]","言","17","24","35734","8B96","U+8B96"
"참","특급","憯","[[['마음아플'], ['참']]]","心","12","15","25007","61AF","U+61AF"
"참","특급","譖","[[['참소할'], ['참']]]","言","12","19","35670","8B56","U+8B56"
"참","특급","毚","[[['약은토끼'], ['참']]]","比","13","17","27610","6BDA","U+6BDA"
"창","6급Ⅱ","窓","[[['창'], ['창']]]","穴","6","11","31379","7A93","U+7A93"
"창","5급","唱","[[['부를'], ['창']]]","口","8","11","21809","5531","U+5531"
"창","4급Ⅱ","創","[[['비롯할'], ['창']]]","刀","10","12","21109","5275","U+5275"
"창","3급Ⅱ","昌","[[['창성할'], ['창']]]","日","4","8","26124","660C","U+660C"
"창","3급Ⅱ","蒼","[[['푸를'], ['창']]]","艸","10","14","33980","84BC","U+84BC"
"창","3급Ⅱ","倉","[[['곳집'], ['창']]]","人","8","10","20489","5009","U+5009"
"창","3급","暢","[[['화창할'], ['창']]]","日","10","14","26274","66A2","U+66A2"
"창","2급","滄","[[['큰바다'], ['창']]]","水","10","13","28356","6EC4","U+6EC4"
"창","2급","彰","[[['드러날'], ['창']]]","彡","11","14","24432","5F70","U+5F70"
"창","2급","敞","[[['시원할'], ['창']]]","攴","8","12","25950","655E","U+655E"
"창","2급","昶","[[['해길'], ['창']]]","日","5","9","26166","6636","U+6636"
"창","1급","槍","[[['창'], ['창']]]","木","10","14","27085","69CD","U+69CD"
"창","1급","脹","[[['부을'], ['창']]]","肉","8","12","33081","8139","U+8139"
"창","1급","娼","[[['창녀'], ['창']]]","女","8","11","23100","5A3C","U+5A3C"
"창","1급","猖","[[['미쳐날뛸'], ['창']]]","犬","8","11","29462","7316","U+7316"
"창","1급","廠","[[['공장'], ['창']]]","广","12","15","24288","5EE0","U+5EE0"
"창","1급","瘡","[[['부스럼'], ['창']]]","疒","10","15","30241","7621","U+7621"
"창","1급","倡","[[['광대'], ['창']]]","人","8","10","20513","5021","U+5021"
"창","1급","艙","[[['부두'], ['창']]]","舟","10","16","33369","8259","U+8259"
"창","1급","菖","[[['창포'], ['창']]]","艸","8","12","33750","83D6","U+83D6"
"창","1급","愴","[[['슬플'], ['창']]]","心","10","13","24884","6134","U+6134"
"창","1급","漲","[[['넘칠'], ['창']]]","水","11","14","28466","6F32","U+6F32"
"창","특급","搶","[[['빼앗을'], ['창']]]","手","10","13","25654","6436","U+6436"
"창","특급","瑲","[[['옥소리'], ['창']]]","玉","10","14","29810","7472","U+7472"
"창","특급","蹌","[[['추창할'], ['창']]]","足","10","17","36428","8E4C","U+8E4C"
"창","특급","窗","[[['창'], ['창']]]","穴","7","12","31383","7A97","U+7A97"
"창","특급","鶬","[[['왜가리', '꾀꼬리'], ['창']]]","鳥","10","21","40364","9DAC","U+9DAC"
"창","특급","悵","[[['슬플'], ['창']]]","心","8","11","24757","60B5","U+60B5"
"창","특급","鬯","[[['향풀'], ['창']]]","鬯","0","10","39727","9B2F","U+9B2F"
"창","특급","韔","[[['활집'], ['창']]]","韋","8","17","38868","97D4","U+97D4"
"채","4급","採","[[['캘'], ['채']]]","手","8","11","25505","63A1","U+63A1"
"채","3급Ⅱ","債","[[['빚'], ['채']]]","人","11","13","20661","50B5","U+50B5"
"채","3급Ⅱ","彩","[[['채색'], ['채']]]","彡","8","11","24425","5F69","U+5F69"
"채","3급Ⅱ","菜","[[['나물'], ['채']]]","艸","8","12","33756","83DC","U+83DC"
"채","2급","埰","[[['사패지(賜牌地)'], ['채']]]","土","8","11","22512","57F0","U+57F0"
"채","2급","采","[[['풍채'], ['채']]]","釆","1","8","37319","91C7","U+91C7"
"채","2급","蔡","[[['성(姓)'], ['채']]]","艸","11","15","34081","8521","U+8521"
"채","1급","寨","[[['목책(木柵)'], ['채']]]","宀","11","14","23528","5BE8","U+5BE8"
"채","특급Ⅱ","綵","[[['비단'], ['채']]]","糸","8","14","32181","7DB5","U+7DB5"
"채","특급Ⅱ","寀","[[['채지'], ['채']]]","宀","8","11","23488","5BC0","U+5BC0"
"채","특급Ⅱ","釵","[[['비녀'], ['채']], [['비녀'], ['차']]]","金","3","11","37365","91F5","U+91F5"
"채","특급Ⅱ","砦","[[['목책'], ['채']]]","石","5","10","30758","7826","U+7826"
"채","특급","瘥","[[['병나을'], ['채']], [['역질'], ['차']]]","疒","10","15","30245","7625","U+7625"
"채","특급","瘵","[[['허로병'], ['채']]]","疒","11","16","30261","7635","U+7635"
"채","특급","蠆","[[['벌(蜂)', '전갈'], ['채']]]","虫","13","19","34822","8806","U+8806"
"책","5급Ⅱ","責","[[['꾸짖을'], ['책']]]","貝","4","11","36012","8CAC","U+8CAC"
"책","4급","冊","[[['책'], ['책']]]","冂","3","5","20874","518A","U+518A"
"책","3급Ⅱ","策","[[['꾀'], ['책']]]","竹","6","12","31574","7B56","U+7B56"
"책","1급","柵","[[['울타리'], ['책']]]","木","5","9","26613","67F5","U+67F5"
"책","특급","簀","[[['살평상'], ['책']]]","竹","11","17","31744","7C00","U+7C00"
"처","4급Ⅱ","處","[[['곳'], ['처']]]","虍","5","11","34389","8655","U+8655"
"처","3급Ⅱ","妻","[[['아내'], ['처']]]","女","5","8","22971","59BB","U+59BB"
"처","2급","悽","[[['슬퍼할'], ['처']]]","心","8","11","24765","60BD","U+60BD"
"처","1급","凄","[[['쓸쓸할'], ['처']]]","冫","8","10","20932","51C4","U+51C4"
"처","특급","萋","[[['풀성할'], ['처']]]","艸","8","12","33803","840B","U+840B"
"척","3급Ⅱ","尺","[[['자'], ['척']]]","尸","1","4","23610","5C3A","U+5C3A"
"척","3급Ⅱ","戚","[[['친척'], ['척']]]","戈","7","11","25114","621A","U+621A"
"척","3급Ⅱ","拓","[[['넓힐'], ['척']]]","手","5","8","25299","62D3","U+62D3"
"척","3급","斥","[[['물리칠'], ['척']]]","斤","1","5","26021","65A5","U+65A5"
"척","2급","隻","[[['외짝'], ['척']]]","隹","2","10","38587","96BB","U+96BB"
"척","2급","陟","[[['오를'], ['척']]]","阜","7","10","38495","965F","U+965F"
"척","1급","瘠","[[['여윌'], ['척']]]","疒","10","15","30240","7620","U+7620"
"척","1급","滌","[[['씻을'], ['척']]]","水","11","14","28364","6ECC","U+6ECC"
"척","1급","脊","[[['등마루'], ['척']]]","肉","6","10","33034","810A","U+810A"
"척","1급","擲","[[['던질'], ['척']]]","手","15","18","25842","64F2","U+64F2"
"척","특급Ⅱ","慽","[[['근심할'], ['척']]]","心","11","14","24957","617D","U+617D"
"척","특급Ⅱ","倜","[[['얽매이지않을'], ['척']]]","人","8","10","20508","501C","U+501C"
"척","특급Ⅱ","蹠","[[['밟을'], ['척']]]","足","11","18","36448","8E60","U+8E60"
"척","특급Ⅱ","剔","[[['뼈바를'], ['척']]]","刀","8","10","21076","5254","U+5254"
"척","특급","坧","[[['터'], ['척']]]","土","5","8","22375","5767","U+5767"
"척","특급","蹢","[[['머뭇거릴'], ['척']], [['굽'], ['적']]]","足","11","18","36450","8E62","U+8E62"
"척","특급","惕","[[['두려워할'], ['척']]]","心","8","11","24789","60D5","U+60D5"
"척","특급","蹐","[[['잔걸음'], ['척']]]","足","10","17","36432","8E50","U+8E50"
"척","특급","慼","[[['근심할'], ['척']]]","心","11","15","24956","617C","U+617C"
"척","특급","跖","[[['발바닥'], ['척']]]","足","5","12","36310","8DD6","U+8DD6"
"천","7급","千","[[['일천'], ['천']]]","十","1","3","21315","5343","U+5343"
"천","7급","天","[[['하늘'], ['천']]]","大","1","4","22825","5929","U+5929"
"천","7급","川","[[['내'], ['천']]]","巛","0","3","24029","5DDD","U+5DDD"
"천","4급","泉","[[['샘'], ['천']]]","水","5","9","27849","6CC9","U+6CC9"
"천","3급Ⅱ","踐","[[['밟을'], ['천']]]","足","8","15","36368","8E10","U+8E10"
"천","3급Ⅱ","賤","[[['천할'], ['천']]]","貝","8","15","36068","8CE4","U+8CE4"
"천","3급Ⅱ","淺","[[['얕을'], ['천']]]","水","8","11","28154","6DFA","U+6DFA"
"천","3급Ⅱ","遷","[[['옮길'], ['천']]]","辵","11","15","36983","9077","U+9077"
"천","3급","薦","[[['천거할'], ['천']]]","艸","13","17","34214","85A6","U+85A6"
"천","2급","釧","[[['팔찌'], ['천']]]","金","3","11","37351","91E7","U+91E7"
"천","1급","闡","[[['밝힐'], ['천']]]","門","12","20","38369","95E1","U+95E1"
"천","1급","穿","[[['뚫을'], ['천']]]","穴","4","9","31359","7A7F","U+7A7F"
"천","1급","擅","[[['멋대로할'], ['천']]]","手","13","16","25797","64C5","U+64C5"
"천","1급","喘","[[['숨찰'], ['천']]]","口","9","12","21912","5598","U+5598"
"천","특급Ⅱ","玔","[[['옥고리'], ['천']]]","玉","3","7","29588","7394","U+7394"
"천","특급Ⅱ","韆","[[['그네'], ['천']]]","革","15","24","38854","97C6","U+97C6"
"천","특급Ⅱ","仟","[[['일천'], ['천']]]","人","3","5","20191","4EDF","U+4EDF"
"천","특급Ⅱ","舛","[[['어그러질'], ['천']]]","舛","0","6","33307","821B","U+821B"
"천","특급Ⅱ","阡","[[['밭둑길'], ['천']]]","阜","3","6","38433","9621","U+9621"
"천","특급","梴","[[['나무밋밋할'], ['천']]]","木","7","11","26804","68B4","U+68B4"
"천","특급","遄","[[['빠를'], ['천']]]","辵","9","13","36932","9044","U+9044"
"천","특급","幝","[[['해진모양'], ['천']]]","巾","12","15","24157","5E5D","U+5E5D"
"천","특급","倩","[[['아름다울'], ['천']], [['사위'], ['청']]]","人","8","10","20521","5029","U+5029"
"천","특급","俴","[[['엷을'], ['천']]]","人","8","10","20468","4FF4","U+4FF4"
"철","5급","鐵","[[['쇠'], ['철']]]","金","13","21","37941","9435","U+9435"
"철","3급Ⅱ","哲","[[['밝을'], ['철']]]","口","7","10","21746","54F2","U+54F2"
"철","3급Ⅱ","徹","[[['통할'], ['철']]]","彳","12","15","24505","5FB9","U+5FB9"
"철","2급","撤","[[['거둘'], ['철']]]","手","12","15","25764","64A4","U+64A4"
"철","2급","澈","[[['맑을'], ['철']]]","水","12","15","28552","6F88","U+6F88"
"철","2급","喆","[[['밝을', '쌍길[吉]'], ['철']]]","口","9","12","21894","5586","U+5586"
"철","1급","轍","[[['바퀴자국'], ['철']]]","車","12","19","36685","8F4D","U+8F4D"
"철","1급","綴","[[['엮을'], ['철']]]","糸","8","14","32180","7DB4","U+7DB4"
"철","1급","凸","[[['볼록할'], ['철']]]","凵","3","5","20984","51F8","U+51F8"
"철","특급Ⅱ","輟","[[['그칠'], ['철']]]","車","8","15","36639","8F1F","U+8F1F"
"철","특급","歠","[[['마실'], ['철']]]","欠","15","19","27488","6B60","U+6B60"
"철","특급","驖","[[['구렁말'], ['철']]]","馬","13","23","39510","9A56","U+9A56"
"철","특급","惙","[[['근심할'], ['철']]]","心","8","11","24793","60D9","U+60D9"
"철","특급","啜","[[['훌쩍거릴'], ['철']]]","口","8","11","21852","555C","U+555C"
"철","특급","掇","[[['주울'], ['철']]]","手","8","11","25479","6387","U+6387"
"첨","3급","尖","[[['뾰족할'], ['첨']]]","小","3","6","23574","5C16","U+5C16"
"첨","3급","添","[[['더할'], ['첨']]]","水","8","11","28155","6DFB","U+6DFB"
"첨","2급","瞻","[[['볼'], ['첨']]]","目","13","18","30651","77BB","U+77BB"
"첨","1급","籤","[[['제비(점대)'], ['첨']]]","竹","17","23","31844","7C64","U+7C64"
"첨","1급","僉","[[['다', '여러'], ['첨']]]","人","11","13","20681","50C9","U+50C9"
"첨","1급","諂","[[['아첨할'], ['첨']]]","言","8","15","35522","8AC2","U+8AC2"
"첨","특급Ⅱ","詹","[[['이를(至)'], ['첨']]]","言","6","13","35449","8A79","U+8A79"
"첨","특급Ⅱ","沾","[[['젖을'], ['첨']]]","水","5","8","27838","6CBE","U+6CBE"
"첨","특급Ⅱ","甛","[[['달[甘]'], ['첨']]]","甘","6","11","29979","751B","U+751B"
"첨","특급Ⅱ","簽","[[['이름둘'], ['첨']]]","竹","13","19","31805","7C3D","U+7C3D"
"첨","특급","襜","[[['수레휘장'], ['첨']]]","衣","13","18","35164","895C","U+895C"
"첨","특급","餂","[[['핥을'], ['첨']]]","食","6","15","39170","9902","U+9902"
"첨","특급","覘","[[['엿볼'], ['첨']], [['엿볼'], ['점']]]","見","5","12","35224","8998","U+8998"
"첨","특급","忝","[[['욕될'], ['첨']]]","心","4","8","24541","5FDD","U+5FDD"
"첩","3급","妾","[[['첩'], ['첩']]]","女","5","8","22974","59BE","U+59BE"
"첩","2급","諜","[[['염탐할'], ['첩']]]","言","9","16","35548","8ADC","U+8ADC"
"첩","1급","帖","[[['문서'], ['첩']]]","巾","5","8","24086","5E16","U+5E16"
"첩","1급","貼","[[['붙일'], ['첩']]]","貝","5","12","36028","8CBC","U+8CBC"
"첩","1급","疊","[[['거듭'], ['첩']]]","田","17","22","30090","758A","U+758A"
"첩","1급","牒","[[['편지'], ['첩']]]","片","9","13","29266","7252","U+7252"
"첩","1급","捷","[[['빠를'], ['첩']]]","手","8","11","25463","6377","U+6377"
"첩","특급Ⅱ","睫","[[['속눈썹'], ['첩']]]","目","8","13","30571","776B","U+776B"
"첩","특급Ⅱ","輒","[[['문득'], ['첩']]]","車","7","14","36626","8F12","U+8F12"
"첩","특급Ⅱ","堞","[[['성가퀴'], ['첩']]]","土","9","12","22558","581E","U+581E"
"청","8급","靑","[[['푸를'], ['청']]]","靑","0","8","38737","9751","U+9751"
"청","6급Ⅱ","淸","[[['맑을'], ['청']]]","水","8","11","28152","6DF8","U+6DF8"
"청","4급Ⅱ","請","[[['청할'], ['청']]]","言","8","15","35531","8ACB","U+8ACB"
"청","4급","聽","[[['들을'], ['청']]]","耳","16","22","32893","807D","U+807D"
"청","4급","廳","[[['관청'], ['청']]]","广","22","25","24307","5EF3","U+5EF3"
"청","3급","晴","[[['갤'], ['청']]]","日","8","12","26228","6674","U+6674"
"청","특급Ⅱ","菁","[[['순무'], ['청']], [['빛날'], ['정']]]","艸","8","12","33729","83C1","U+83C1"
"청","특급Ⅱ","鯖","[[['청어'], ['청']]]","魚","8","19","39894","9BD6","U+9BD6"
"체","6급Ⅱ","體","[[['몸'], ['체']]]","骨","13","23","39636","9AD4","U+9AD4"
"체","3급Ⅱ","滯","[[['막힐'], ['체']]]","水","11","14","28399","6EEF","U+6EEF"
"체","3급","遞","[[['갈릴'], ['체']]]","辵","10","14","36958","905E","U+905E"
"체","3급","逮","[[['잡을'], ['체']]]","辵","8","12","36910","902E","U+902E"
"체","3급","替","[[['바꿀'], ['체']]]","曰","8","12","26367","66FF","U+66FF"
"체","2급","締","[[['맺을'], ['체']]]","糸","9","15","32224","7DE0","U+7DE0"
"체","1급","涕","[[['눈물'], ['체']]]","水","7","10","28053","6D95","U+6D95"
"체","1급","諦","[[['살필'], ['체']]]","言","9","16","35558","8AE6","U+8AE6"
"체","특급Ⅱ","剃","[[['머리깎을'], ['체']]]","刀","7","9","21059","5243","U+5243"
"체","특급","疐","[[['꼭지'], ['체']], [['엎어질'], ['치']]]","疋","9","14","30096","7590","U+7590"
"체","특급","彘","[[['돼지'], ['체']]]","彐","9","12","24408","5F58","U+5F58"
"체","특급","棣","[[['산앵두나무'], ['체']], [['익숙할'], ['태']]]","木","8","12","26851","68E3","U+68E3"
"체","특급","嚔","[[['재채기할'], ['체']]]","口","15","18","22164","5694","U+5694"
"체","특급","掣","[[['끌'], ['체']], [['당길'], ['철']]]","手","8","12","25507","63A3","U+63A3"
"체","특급","杕","[[['나무우뚝설'], ['체']], [['키'], ['타']]]","木","3","7","26453","6755","U+6755"
"체","특급","禘","[[['큰제사'], ['체']]]","示","9","14","31128","7998","U+7998"
"체","특급","蝃","[[['무지개'], ['체']]]","虫","8","14","34627","8743","U+8743"
"체","특급","遆","[[['갈마들'], ['체']], [['두를'], ['대']]]","辵","9","13","36934","9046","U+9046"
"체","특급","髢","[[['딴머리'], ['체']]]","髟","3","13","39650","9AE2","U+9AE2"
"체","특급","揥","[[['빗치개'], ['체']], [['버릴'], ['제']]]","手","9","12","25573","63E5","U+63E5"
"초","7급","草","[[['풀'], ['초']]]","艸","6","10","33609","8349","U+8349"
"초","5급","初","[[['처음'], ['초']]]","刀","5","7","21021","521D","U+521D"
"초","4급","招","[[['부를'], ['초']]]","手","5","8","25307","62DB","U+62DB"
"초","3급Ⅱ","超","[[['뛰어넘을'], ['초']]]","走","5","12","36229","8D85","U+8D85"
"초","3급Ⅱ","肖","[[['닮을', '같을'], ['초']]]","肉","3","7","32918","8096","U+8096"
"초","3급Ⅱ","礎","[[['주춧돌'], ['초']]]","石","13","18","30990","790E","U+790E"
"초","3급","抄","[[['뽑을'], ['초']]]","手","4","7","25220","6284","U+6284"
"초","3급","秒","[[['분초'], ['초']]]","禾","4","9","31186","79D2","U+79D2"
"초","2급","哨","[[['망볼'], ['초']]]","口","7","10","21736","54E8","U+54E8"
"초","2급","焦","[[['탈[燥]'], ['초']]]","火","8","12","28966","7126","U+7126"
"초","2급","楚","[[['초나라'], ['초']]]","木","9","13","26970","695A","U+695A"
"초","1급","貂","[[['담비'], ['초']]]","豸","5","12","35970","8C82","U+8C82"
"초","1급","礁","[[['암초'], ['초']]]","石","12","17","30977","7901","U+7901"
"초","1급","硝","[[['화약'], ['초']]]","石","7","12","30813","785D","U+785D"
"초","1급","憔","[[['파리할'], ['초']]]","心","12","15","24980","6194","U+6194"
"초","1급","醋","[[['초'], ['초']]]","酉","8","15","37259","918B","U+918B"
