"main_sound","level","hanja","meaning","radical","strokes","total_strokes","unicode_decimal","unicode_hex","unicode_escape"
"가","7급Ⅱ","家","[[['집'], ['가']]]","宀","7","10","23478","5BB6","U+5BB6"
"가","7급","歌","[[['노래'], ['가']]]","欠","10","14","27468","6B4C","U+6B4C"
"가","5급Ⅱ","價","[[['값'], ['가']]]","人","13","15","20729","50F9","U+50F9"
"가","5급","加","[[['더할'], ['가']]]","力","3","5","21152","52A0","U+52A0"
"가","5급","可","[[['옳을'], ['가']]]","口","2","5","21487","53EF","U+53EF"
"가","4급Ⅱ","假","[[['거짓'], ['가']]]","人","9","11","20551","5047","U+5047"
"가","4급Ⅱ","街","[[['거리'], ['가']]]","行","6","12","34903","8857","U+8857"
"가","4급","暇","[[['틈', '겨를'], ['가']]]","日","9","13","26247","6687","U+6687"
"가","3급Ⅱ","佳","[[['아름다울'], ['가']]]","人","6","8","20339","4F73","U+4F73"
"가","3급Ⅱ","架","[[['시렁'], ['가']]]","木","5","9","26550","67B6","U+67B6"
"가","2급","柯","[[['가지'], ['가']]]","木","5","9","26607","67EF","U+67EF"
"가","2급","賈","[[['성(姓)'], ['가']], [['장사'], ['고']]]","貝","6","13","36040","8CC8","U+8CC8"
"가","2급","軻","[[['수레', '사람이름'], ['가']]]","車","5","12","36603","8EFB","U+8EFB"
"가","2급","迦","[[['부처이름'], ['가']]]","辵","5","9","36838","8FE6","U+8FE6"
"가","2급","伽","[[['절'], ['가']]]","人","5","7","20285","4F3D","U+4F3D"
"가","1급","嘉","[[['아름다울'], ['가']]]","口","11","14","22025","5609","U+5609"
"가","1급","呵","[[['꾸짖을'], ['가']]]","口","5","8","21621","5475","U+5475"
"가","1급","嫁","[[['시집갈'], ['가']]]","女","10","13","23233","5AC1","U+5AC1"
"가","1급","稼","[[['심을'], ['가']]]","禾","10","15","31292","7A3C","U+7A3C"
"가","1급","苛","[[['가혹할'], ['가']]]","艸","5","9","33499","82DB","U+82DB"
"가","1급","袈","[[['가사(袈裟)'], ['가']]]","衣","5","11","34952","8888","U+8888"
"가","1급","駕","[[['멍에'], ['가']]]","馬","5","15","39381","99D5","U+99D5"
"가","1급","哥","[[['성(姓)'], ['가']]]","口","7","10","21733","54E5","U+54E5"
"가","특급Ⅱ","痂","[[['헌데딱지'], ['가']]]","疒","5","10","30146","75C2","U+75C2"
"가","특급Ⅱ","珂","[[['옥이름'], ['가']]]","玉","5","9","29634","73C2","U+73C2"
"가","특급Ⅱ","茄","[[['가지'], ['가']]]","艸","5","9","33540","8304","U+8304"
"가","특급Ⅱ","訶","[[['꾸짖을'], ['가']]]","言","5","12","35382","8A36","U+8A36"
"가","특급Ⅱ","跏","[[['책상다리할'], ['가']]]","足","5","12","36303","8DCF","U+8DCF"
"가","특급Ⅱ","枷","[[['칼', '도리깨'], ['가']]]","木","5","9","26551","67B7","U+67B7"
"가","특급","斝","[[['옥잔'], ['가']]]","斗","8","12","26013","659D","U+659D"
"가","특급","葭","[[['갈대'], ['가']], [['멀'], ['하']]]","艸","9","13","33901","846D","U+846D"
"가","특급","檟","[[['가나무'], ['가']]]","木","13","17","27295","6A9F","U+6A9F"
"가","특급","哿","[[['가할'], ['가']]]","口","7","10","21759","54FF","U+54FF"
"가","특급","珈","[[['머리꾸미개'], ['가']]]","玉","5","9","29640","73C8","U+73C8"
"각","6급Ⅱ","各","[[['각각'], ['각']]]","口","3","6","21508","5404","U+5404"
"각","6급Ⅱ","角","[[['뿔'], ['각']]]","角","0","7","35282","89D2","U+89D2"
"각","4급","刻","[[['새길'], ['각']]]","刀","6","8","21051","523B","U+523B"
"각","4급","覺","[[['깨달을'], ['각']]]","見","13","20","35258","89BA","U+89BA"
"각","3급Ⅱ","脚","[[['다리'], ['각']]]","肉","7","11","33050","811A","U+811A"
"각","3급Ⅱ","閣","[[['집'], ['각']]]","門","6","14","38307","95A3","U+95A3"
"각","3급","却","[[['물리칠'], ['각']]]","卩","5","7","21364","5374","U+5374"
"각","2급","珏","[[['쌍옥'], ['각']]]","玉","5","9","29647","73CF","U+73CF"
"각","1급","恪","[[['삼갈'], ['각']]]","心","6","9","24682","606A","U+606A"
"각","1급","殼","[[['껍질'], ['각']]]","殳","8","12","27580","6BBC","U+6BBC"
"각","특급Ⅱ","慤","[[['정성', '삼갈'], ['각']]]","心","11","15","24932","6164","U+6164"
"각","특급","桷","[[['서까래'], ['각']]]","木","7","11","26743","6877","U+6877"
"각","특급","卻","[[['물리칠'], ['각']]]","卩","7","9","21371","537B","U+537B"
"간","7급Ⅱ","間","[[['사이'], ['간']]]","門","4","12","38291","9593","U+9593"
"간","4급","簡","[[['대쪽', '간략할'], ['간']]]","竹","12","18","31777","7C21","U+7C21"
"간","4급","看","[[['볼'], ['간']]]","目","4","9","30475","770B","U+770B"
"간","4급","干","[[['방패'], ['간']]]","干","0","3","24178","5E72","U+5E72"
"간","3급Ⅱ","刊","[[['새길'], ['간']]]","刀","3","5","21002","520A","U+520A"
"간","3급Ⅱ","幹","[[['줄기'], ['간']]]","干","10","13","24185","5E79","U+5E79"
"간","3급Ⅱ","懇","[[['간절할'], ['간']]]","心","13","17","25031","61C7","U+61C7"
"간","3급Ⅱ","肝","[[['간'], ['간']]]","肉","3","7","32925","809D","U+809D"
"간","3급","姦","[[['간음할'], ['간']]]","女","6","9","23014","59E6","U+59E6"
"간","2급","杆","[[['몽둥이'], ['간']]]","木","3","7","26438","6746","U+6746"
"간","2급","艮","[[['괘이름'], ['간']]]","艮","0","6","33390","826E","U+826E"
"간","1급","奸","[[['간사할'], ['간']]]","女","3","6","22904","5978","U+5978"
"간","1급","墾","[[['개간할'], ['간']]]","土","13","16","22718","58BE","U+58BE"
"간","1급","澗","[[['산골물'], ['간']]]","水","12","15","28567","6F97","U+6F97"
"간","1급","癎","[[['간질'], ['간']]]","疒","12","17","30286","764E","U+764E"
"간","1급","竿","[[['낚싯대'], ['간']]]","竹","3","9","31487","7AFF","U+7AFF"
"간","1급","艱","[[['어려울'], ['간']]]","艮","11","17","33393","8271","U+8271"
"간","1급","諫","[[['간할'], ['간']]]","言","9","16","35563","8AEB","U+8AEB"
"간","1급","揀","[[['가릴'], ['간']]]","手","9","12","25536","63C0","U+63C0"
"간","특급Ⅱ","稈","[[['볏짚'], ['간']]]","禾","7","12","31240","7A08","U+7A08"
"간","특급Ⅱ","磵","[[['시내[澗]'], ['간']]]","石","12","17","30965","78F5","U+78F5"
"간","특급Ⅱ","桿","[[['막대'], ['간']]]","木","7","11","26751","687F","U+687F"
"간","특급Ⅱ","柬","[[['가릴'], ['간']]]","木","5","9","26604","67EC","U+67EC"
"간","특급Ⅱ","侃","[[['강직할'], ['간']]]","人","6","8","20355","4F83","U+4F83"
"간","특급","蕑","[[['난초', '연밥'], ['간']]]","艸","12","16","34129","8551","U+8551"
"간","특급","玕","[[['옥돌'], ['간']]]","玉","3","7","29589","7395","U+7395"
"간","특급","榦","[[['줄기'], ['간']], [['우물난간'], ['한']]]","木","10","14","27046","69A6","U+69A6"
"간","특급","瞯","[[['엿볼'], ['간']], [['곁눈질할'], ['한']]]","目","12","17","30639","77AF","U+77AF"
"간","특급","衎","[[['즐길', '곧을'], ['간']]]","行","3","9","34894","884E","U+884E"
"갈","3급","渴","[[['목마를'], ['갈']]]","水","9","12","28212","6E34","U+6E34"
"갈","2급","葛","[[['칡'], ['갈']]]","艸","9","13","33883","845B","U+845B"
"갈","2급","鞨","[[['오랑캐이름'], ['갈']]]","革","9","18","38824","97A8","U+97A8"
"갈","1급","喝","[[['꾸짖을'], ['갈']]]","口","9","12","21917","559D","U+559D"
"갈","1급","竭","[[['다할'], ['갈']]]","立","9","14","31469","7AED","U+7AED"
"갈","1급","褐","[[['갈색', '굵은베'], ['갈']]]","衣","9","14","35088","8910","U+8910"
"갈","특급Ⅱ","碣","[[['비석'], ['갈']]]","石","9","14","30883","78A3","U+78A3"
"갈","특급Ⅱ","曷","[[['어찌'], ['갈']]]","曰","5","9","26359","66F7","U+66F7"
"갈","특급Ⅱ","乫","[[['땅이름'], ['갈']]]","乙","5","6","20075","4E6B","U+4E6B"
"갈","특급Ⅱ","蝎","[[['전갈'], ['갈']]]","虫","9","15","34638","874E","U+874E"
"갈","특급","秸","[[['볏짚'], ['갈']]]","禾","6","11","31224","79F8","U+79F8"
"감","6급","感","[[['느낄'], ['감']]]","心","9","13","24863","611F","U+611F"
"감","4급Ⅱ","減","[[['덜'], ['감']]]","水","9","12","28187","6E1B","U+6E1B"
"감","4급Ⅱ","監","[[['볼'], ['감']]]","皿","9","14","30435","76E3","U+76E3"
"감","4급","甘","[[['달'], ['감']]]","甘","0","5","29976","7518","U+7518"
"감","4급","敢","[[['감히', '구태여'], ['감']]]","攴","8","12","25954","6562","U+6562"
"감","3급Ⅱ","鑑","[[['거울'], ['감']]]","金","14","22","37969","9451","U+9451"
"감","2급","憾","[[['섭섭할'], ['감']]]","心","13","16","25022","61BE","U+61BE"
"감","1급","堪","[[['견딜'], ['감']]]","土","9","12","22570","582A","U+582A"
"감","1급","柑","[[['귤'], ['감']]]","木","5","9","26577","67D1","U+67D1"
"감","1급","疳","[[['감질'], ['감']]]","疒","5","10","30131","75B3","U+75B3"
"감","1급","瞰","[[['굽어볼'], ['감']]]","目","12","17","30640","77B0","U+77B0"
"감","1급","紺","[[['감색', '연보라'], ['감']]]","糸","5","11","32058","7D3A","U+7D3A"
"감","1급","勘","[[['헤아릴'], ['감']]]","力","9","11","21208","52D8","U+52D8"
"감","특급Ⅱ","嵌","[[['끼울'], ['감']]]","山","9","12","23884","5D4C","U+5D4C"
"감","특급Ⅱ","坎","[[['구덩이'], ['감']]]","土","4","7","22350","574E","U+574E"
"감","특급Ⅱ","橄","[[['감람나무'], ['감']]]","木","12","16","27204","6A44","U+6A44"
"감","특급Ⅱ","鑒","[[['거울[鑑]'], ['감']]]","金","14","22","37970","9452","U+9452"
"감","특급Ⅱ","戡","[[['이길'], ['감']]]","戈","9","13","25121","6221","U+6221"
"감","특급Ⅱ","龕","[[['감실'], ['감']]]","龍","6","22","40853","9F95","U+9F95"
"감","특급","矙","[[['엿볼'], ['감']]]","目","20","25","30681","77D9","U+77D9"
"감","특급","欿","[[['서운할'], ['감']]]","欠","8","12","27455","6B3F","U+6B3F"
"감","특급","减","[[['덜'], ['감']]]","冫","9","11","20943","51CF","U+51CF"
"감","특급","酣","[[['술즐길'], ['감']]]","酉","5","12","37219","9163","U+9163"
"감","특급","歛","[[['바랄'], ['감']]]","欠","13","17","27483","6B5B","U+6B5B"
"갑","4급","甲","[[['갑옷'], ['갑']]]","田","0","5","30002","7532","U+7532"
"갑","2급","鉀","[[['갑옷'], ['갑']]]","金","5","13","37440","9240","U+9240"
"갑","2급","岬","[[['곶(串)'], ['갑']]]","山","5","8","23724","5CAC","U+5CAC"
"갑","1급","匣","[[['갑(匣)'], ['갑']]]","匚","5","7","21283","5323","U+5323"
"갑","1급","閘","[[['수문'], ['갑']]]","門","5","13","38296","9598","U+9598"
"갑","특급Ⅱ","胛","[[['어깻죽지'], ['갑']]]","肉","5","9","32987","80DB","U+80DB"
"강","7급Ⅱ","江","[[['강'], ['강']]]","水","3","6","27743","6C5F","U+6C5F"
"강","6급","強","[[['강할'], ['강']]]","弓","8","11","24375","5F37","U+5F37"
"강","4급Ⅱ","講","[[['욀'], ['강']]]","言","10","17","35611","8B1B","U+8B1B"
"강","4급Ⅱ","康","[[['편안'], ['강']]]","广","8","11","24247","5EB7","U+5EB7"
"강","4급","降","[[['내릴'], ['강']], [['항복할'], ['항']]]","阜","6","9","38477","964D","U+964D"
"강","3급Ⅱ","剛","[[['굳셀'], ['강']]]","刀","8","10","21083","525B","U+525B"
"강","3급Ⅱ","綱","[[['벼리'], ['강']]]","糸","8","14","32177","7DB1","U+7DB1"
"강","3급Ⅱ","鋼","[[['강철'], ['강']]]","金","8","16","37628","92FC","U+92FC"
"강","2급","姜","[[['성(姓)'], ['강']]]","女","6","9","23004","59DC","U+59DC"
"강","2급","崗","[[['언덕'], ['강']]]","山","8","11","23831","5D17","U+5D17"
"강","2급","疆","[[['지경'], ['강']]]","田","14","19","30086","7586","U+7586"
"강","2급","岡","[[['산등성이'], ['강']]]","山","5","8","23713","5CA1","U+5CA1"
"강","2급","彊","[[['굳셀'], ['강']]]","弓","13","16","24394","5F4A","U+5F4A"
"강","1급","腔","[[['속빌'], ['강']]]","肉","8","12","33108","8154","U+8154"
"강","1급","慷","[[['슬플'], ['강']]]","心","11","14","24951","6177","U+6177"
"강","1급","糠","[[['겨'], ['강']]]","米","11","17","31968","7CE0","U+7CE0"
"강","1급","薑","[[['생강'], ['강']]]","艸","13","17","34193","8591","U+8591"
"강","특급Ⅱ","絳","[[['짙게붉을'], ['강']]]","糸","6","12","32115","7D73","U+7D73"
"강","특급Ⅱ","羌","[[['오랑캐'], ['강']]]","羊","2","8","32652","7F8C","U+7F8C"
"강","특급Ⅱ","鱇","[[['아귀'], ['강']]]","魚","11","22","40007","9C47","U+9C47"
"강","특급Ⅱ","畺","[[['지경[疆]'], ['강']]]","田","8","13","30074","757A","U+757A"
"강","특급Ⅱ","强","[[['강할[強]'], ['강']]]","弓","9","12","24378","5F3A","U+5F3A"
"강","특급Ⅱ","堈","[[['독'], ['강']]]","土","8","11","22536","5808","U+5808"
"강","특급Ⅱ","舡","[[['배'], ['강']]]","舟","3","9","33313","8221","U+8221"
"강","특급Ⅱ","襁","[[['포대기'], ['강']]]","衣","11","16","35137","8941","U+8941"
"강","특급","橿","[[['참죽나무'], ['강']]]","木","13","17","27263","6A7F","U+6A7F"
"강","특급","杠","[[['깃대'], ['강']]]","木","3","7","26464","6760","U+6760"
"개","6급","開","[[['열'], ['개']]]","門","4","12","38283","958B","U+958B"
"개","5급","改","[[['고칠'], ['개']]]","攴","3","7","25913","6539","U+6539"
"개","4급Ⅱ","個","[[['낱'], ['개']]]","人","8","10","20491","500B","U+500B"
"개","3급Ⅱ","槪","[[['대개'], ['개']]]","木","11","15","27114","69EA","U+69EA"
"개","3급Ⅱ","介","[[['낄'], ['개']]]","人","2","4","20171","4ECB","U+4ECB"
"개","3급Ⅱ","蓋","[[['덮을'], ['개']]]","艸","10","14","33995","84CB","U+84CB"
"개","3급","皆","[[['다[總]'], ['개']]]","白","4","9","30342","7686","U+7686"
"개","3급","慨","[[['슬퍼할'], ['개']]]","心","11","14","24936","6168","U+6168"
"개","2급","价","[[['클'], ['개']]]","人","4","6","20215","4EF7","U+4EF7"
"개","2급","塏","[[['높은땅'], ['개']]]","土","10","13","22607","584F","U+584F"
"개","1급","愾","[[['성낼'], ['개']]]","心","10","13","24894","613E","U+613E"
"개","1급","漑","[[['물댈'], ['개']]]","水","11","14","28433","6F11","U+6F11"
"개","1급","凱","[[['개선할'], ['개']]]","几","10","12","20977","51F1","U+51F1"
"개","1급","箇","[[['낱'], ['개']]]","竹","8","14","31623","7B87","U+7B87"
"개","1급","芥","[[['겨자'], ['개']]]","艸","4","8","33445","82A5","U+82A5"
"개","특급Ⅱ","疥","[[['옴'], ['개']]]","疒","4","9","30117","75A5","U+75A5"
"개","특급Ⅱ","盖","[[['덮을[蓋]'], ['개']]]","皿","6","11","30422","76D6","U+76D6"
"개","특급Ⅱ","鎧","[[['갑옷'], ['개']]]","金","10","18","37799","93A7","U+93A7"
"개","특급Ⅱ","愷","[[['즐거울'], ['개']]]","心","10","13","24887","6137","U+6137"
"개","특급","湝","[[['물흐를'], ['개']]]","水","9","12","28253","6E5D","U+6E5D"
"개","특급","喈","[[['새소리', '빠를'], ['개']]]","口","9","12","21896","5588","U+5588"
"개","특급","槩","[[['평미레'], ['개']]]","木","11","15","27113","69E9","U+69E9"
"개","특급","玠","[[['큰홀'], ['개']]]","玉","4","8","29600","73A0","U+73A0"
"개","특급","嘅","[[['탄식할'], ['개']]]","口","11","14","22021","5605","U+5605"
"객","5급Ⅱ","客","[[['손'], ['객']]]","宀","6","9","23458","5BA2","U+5BA2"
"객","특급Ⅱ","喀","[[['토할'], ['객']]]","口","9","12","21888","5580","U+5580"
"갱","2급","坑","[[['구덩이'], ['갱']]]","土","4","7","22353","5751","U+5751"
"갱","1급","羹","[[['국'], ['갱']]]","羊","13","19","32697","7FB9","U+7FB9"
"갱","특급Ⅱ","粳","[[['메벼'], ['갱']]]","米","7","13","31923","7CB3","U+7CB3"
"갱","특급","鏗","[[['금석소리'], ['갱']]]","金","11","19","37847","93D7","U+93D7"
"갱","특급","賡","[[['이을'], ['갱']]]","貝","8","15","36065","8CE1","U+8CE1"
"갱","특급","硜","[[['돌소리'], ['갱']]]","石","7","12","30812","785C","U+785C"
"갱","특급","秔","[[['메벼'], ['갱']]]","禾","4","9","31188","79D4","U+79D4"
"갹","특급","臄","[[['순대'], ['갹']]]","肉","13","17","33220","81C4","U+81C4"
"거","7급Ⅱ","車","[[['수레'], ['거']], [['수레'], ['차']]]","車","0","7","63746","F902","U+F902"
"거","5급","擧","[[['들'], ['거']]]","手","14","18","25831","64E7","U+64E7"
"거","5급","去","[[['갈'], ['거']]]","厶","3","5","21435","53BB","U+53BB"
"거","4급","拒","[[['막을'], ['거']]]","手","5","8","25298","62D2","U+62D2"
"거","4급","居","[[['살'], ['거']]]","尸","5","8","23621","5C45","U+5C45"
"거","4급","據","[[['근거'], ['거']]]","手","13","16","25818","64DA","U+64DA"
"거","4급","巨","[[['클'], ['거']]]","工","2","5","24040","5DE8","U+5DE8"
"거","3급Ⅱ","距","[[['상거(相距)할'], ['거']]]","足","5","12","36317","8DDD","U+8DDD"
"거","1급","醵","[[['추렴할'], ['거']], [['추렴할'], ['갹']]]","酉","13","20","37301","91B5","U+91B5"
"거","1급","渠","[[['개천'], ['거']]]","水","9","12","28192","6E20","U+6E20"
"거","1급","倨","[[['거만할'], ['거']]]","人","8","10","20520","5028","U+5028"
"거","특급Ⅱ","踞","[[['걸어앉을'], ['거']]]","足","8","15","36382","8E1E","U+8E1E"
"거","특급Ⅱ","炬","[[['횃불'], ['거']]]","火","5","9","28844","70AC","U+70AC"
"거","특급Ⅱ","遽","[[['급할'], ['거']]]","辵","13","17","36989","907D","U+907D"
"거","특급Ⅱ","鋸","[[['톱'], ['거']]]","金","8","16","37624","92F8","U+92F8"
"거","특급Ⅱ","鉅","[[['톱', '클'], ['거']]]","金","5","13","37445","9245","U+9245"
"거","특급Ⅱ","祛","[[['떨어없앨'], ['거']]]","示","5","10","31067","795B","U+795B"
"거","특급Ⅱ","据","[[['일할', '의거할'], ['거']]]","手","8","11","25454","636E","U+636E"
"거","특급","虡","[[['쇠북걸이틀'], ['거']]]","虍","8","14","34401","8661","U+8661"
"거","특급","籧","[[['대자리'], ['거']]]","竹","17","23","31847","7C67","U+7C67"
"거","특급","筥","[[['광주리'], ['거']], [['밥통'], ['려']]]","竹","7","13","31589","7B65","U+7B65"
"거","특급","蘧","[[['패랭이꽃'], ['거']]]","艸","17","21","34343","8627","U+8627"
"거","특급","莒","[[['나라이름'], ['거']]]","艸","7","11","33682","8392","U+8392"
"거","특급","琚","[[['패옥'], ['거']]]","玉","8","12","29722","741A","U+741A"
"거","특급","秬","[[['검은기장'], ['거']]]","禾","5","10","31212","79EC","U+79EC"
"거","특급","袪","[[['소매'], ['거']]]","衣","5","10","34986","88AA","U+88AA"
"거","특급","椐","[[['느티나무'], ['거']]]","木","8","12","26896","6910","U+6910"
"건","5급","件","[[['물건'], ['건']]]","人","4","6","20214","4EF6","U+4EF6"
"건","5급","建","[[['세울'], ['건']]]","廴","6","9","24314","5EFA","U+5EFA"
"건","5급","健","[[['굳셀'], ['건']]]","人","9","11","20581","5065","U+5065"
"건","3급Ⅱ","乾","[[['하늘', '마를'], ['건']]]","乙","10","11","20094","4E7E","U+4E7E"
"건","2급","鍵","[[['자물쇠', '열쇠'], ['건']]]","金","9","17","37749","9375","U+9375"
"건","1급","巾","[[['수건'], ['건']]]","巾","0","3","24062","5DFE","U+5DFE"
"건","1급","腱","[[['힘줄'], ['건']]]","肉","9","13","33137","8171","U+8171"
"건","1급","虔","[[['공경할'], ['건']]]","虍","4","10","34388","8654","U+8654"
"건","특급Ⅱ","愆","[[['허물'], ['건']]]","心","9","13","24838","6106","U+6106"
"건","특급Ⅱ","楗","[[['문빗장'], ['건']]]","木","9","13","26967","6957","U+6957"
"건","특급Ⅱ","騫","[[['이지러질'], ['건']]]","馬","10","20","39467","9A2B","U+9A2B"
"건","특급Ⅱ","蹇","[[['절'], ['건']]]","足","10","17","36423","8E47","U+8E47"
"건","특급","褰","[[['걷을'], ['건']]]","衣","10","16","35120","8930","U+8930"
"걸","4급","傑","[[['뛰어날'], ['걸']]]","人","10","12","20625","5091","U+5091"
"걸","3급","乞","[[['빌'], ['걸']]]","乙","2","3","20062","4E5E","U+4E5E"
"걸","2급","桀","[[['하(夏)왕이름'], ['걸']]]","木","6","10","26688","6840","U+6840"
"걸","2급","杰","[[['뛰어날'], ['걸']]]","木","4","8","26480","6770","U+6770"
"걸","특급","朅","[[['떠날'], ['걸']]]","曰","10","14","26373","6705","U+6705"
"검","4급Ⅱ","檢","[[['검사할'], ['검']]]","木","13","17","27298","6AA2","U+6AA2"
"검","4급","儉","[[['검소할'], ['검']]]","人","13","15","20745","5109","U+5109"
"검","3급Ⅱ","劍","[[['칼'], ['검']]]","刀","13","15","21133","528D","U+528D"
"검","특급Ⅱ","鈐","[[['자물쇠'], ['검']]]","金","4","12","37392","9210","U+9210"
"검","특급Ⅱ","瞼","[[['눈시울'], ['검']]]","目","13","18","30652","77BC","U+77BC"
"검","특급Ⅱ","黔","[[['검을'], ['검']]]","黑","4","16","40660","9ED4","U+9ED4"
"검","특급Ⅱ","劒","[[['칼'], ['검']]]","刀","14","16","21138","5292","U+5292"
"겁","1급","怯","[[['겁낼'], ['겁']]]","心","5","8","24623","602F","U+602F"
"겁","1급","劫","[[['위협할'], ['겁']]]","力","5","7","21163","52AB","U+52AB"
"겁","특급Ⅱ","迲","[[['자래[單位]'], ['겁']]]","辵","5","9","36850","8FF2","U+8FF2"
"겁","특급","跲","[[['엎드러질'], ['겁']]]","足","6","13","36338","8DF2","U+8DF2"
"게","2급","憩","[[['쉴'], ['게']]]","心","12","16","25001","61A9","U+61A9"
"게","2급","揭","[[['높이들[擧]', '걸[掛]'], ['게']]]","手","9","12","25581","63ED","U+63ED"
"게","1급","偈","[[['불시(佛詩)'], ['게']]]","人","9","11","20552","5048","U+5048"
"게","특급","愒","[[['쉴'], ['게']], [['탐할'], ['개']]]","心","9","12","24850","6112","U+6112"
"격","5급Ⅱ","格","[[['격식'], ['격']]]","木","6","10","26684","683C","U+683C"
"격","4급","擊","[[['칠[打]'], ['격']]]","手","13","17","25802","64CA","U+64CA"
"격","4급","激","[[['격할'], ['격']]]","水","13","16","28608","6FC0","U+6FC0"
"격","3급Ⅱ","隔","[[['사이뜰'], ['격']]]","阜","10","13","38548","9694","U+9694"
"격","1급","檄","[[['격문(檄文)'], ['격']]]","木","13","17","27268","6A84","U+6A84"
"격","1급","膈","[[['가슴'], ['격']]]","肉","10","14","33160","8188","U+8188"
"격","1급","覡","[[['박수[男巫]'], ['격']]]","見","7","14","35233","89A1","U+89A1"
"격","특급","綌","[[['굵은갈포'], ['격']]]","糸","7","13","32140","7D8C","U+7D8C"
"격","특급","繳","[[['주살'], ['격']], [['동일'], ['교']]]","糸","13","19","32371","7E73","U+7E73"
"격","특급","鵙","[[['왜가리'], ['격']]]","鳥","7","18","40281","9D59","U+9D59"
"격","특급","鴃","[[['왜가리'], ['격']]]","鳥","4","15","40195","9D03","U+9D03"
"견","5급Ⅱ","見","[[['볼'], ['견']], [['뵈올'], ['현']]]","見","0","7","35211","898B","U+898B"
"견","4급","堅","[[['굳을'], ['견']]]","土","8","11","22533","5805","U+5805"
"견","4급","犬","[[['개'], ['견']]]","犬","0","4","29356","72AC","U+72AC"
"견","3급","遣","[[['보낼'], ['견']]]","辵","10","14","36963","9063","U+9063"
"견","3급","肩","[[['어깨'], ['견']]]","肉","4","8","32937","80A9","U+80A9"
"견","3급","絹","[[['비단'], ['견']]]","糸","7","13","32121","7D79","U+7D79"
"견","3급","牽","[[['이끌', '끌'], ['견']]]","牛","7","11","29309","727D","U+727D"
"견","2급","甄","[[['질그릇'], ['견']]]","瓦","9","14","29956","7504","U+7504"
"견","1급","繭","[[['고치'], ['견']]]","糸","13","19","32365","7E6D","U+7E6D"
"견","1급","譴","[[['꾸짖을'], ['견']]]","言","14","21","35700","8B74","U+8B74"
"견","1급","鵑","[[['두견새'], ['견']]]","鳥","7","18","40273","9D51","U+9D51"
"견","특급","豣","[[['돼지', '노루'], ['견']]]","豕","6","13","35939","8C63","U+8C63"
"견","특급","睊","[[['흘겨볼'], ['견']]]","目","7","12","30538","774A","U+774A"
"견","특급","獧","[[['뛸'], ['견']], [['급할'], ['현']]]","犬","13","16","29543","7367","U+7367"
"견","특급","岍","[[['산이름'], ['견']]]","山","4","7","23693","5C8D","U+5C8D"
"견","특급","蠲","[[['덜', '정결할'], ['견']]]","虫","17","23","34866","8832","U+8832"
"견","특급","繾","[[['곡진할'], ['견']]]","糸","14","20","32382","7E7E","U+7E7E"
"견","특급","畎","[[['밭고랑'], ['견']]]","田","4","9","30030","754E","U+754E"
"견","특급","狷","[[['고집스러울'], ['견']]]","犬","7","10","29431","72F7","U+72F7"
"결","5급Ⅱ","結","[[['맺을'], ['결']]]","糸","6","12","32080","7D50","U+7D50"
"결","5급Ⅱ","決","[[['결단할'], ['결']]]","水","4","7","27770","6C7A","U+6C7A"
"결","4급Ⅱ","潔","[[['깨끗할'], ['결']]]","水","12","15","28500","6F54","U+6F54"
"결","4급Ⅱ","缺","[[['이지러질'], ['결']]]","缶","4","10","32570","7F3A","U+7F3A"
"결","3급Ⅱ","訣","[[['이별할'], ['결']]]","言","4","11","35363","8A23","U+8A23"
"결","특급Ⅱ","抉","[[['도려낼'], ['결']]]","手","4","7","25225","6289","U+6289"
"결","특급","袺","[[['옷섶잡을'], ['결']]]","衣","6","11","35002","88BA","U+88BA"
"결","특급","闋","[[['마칠'], ['결']]]","門","9","17","38347","95CB","U+95CB"
"결","특급","觼","[[['쇠고리'], ['결']]]","角","15","22","35324","89FC","U+89FC"
"겸","3급Ⅱ","兼","[[['겸할'], ['겸']]]","八","8","10","20860","517C","U+517C"
"겸","3급Ⅱ","謙","[[['겸손할'], ['겸']]]","言","10","17","35609","8B19","U+8B19"
"겸","특급Ⅱ","鎌","[[['낫'], ['겸']]]","金","10","18","37772","938C","U+938C"
"겸","특급Ⅱ","慊","[[['앙심먹을'], ['겸']], [['족할'], ['협']]]","心","10","13","24906","614A","U+614A"
"겸","특급Ⅱ","鉗","[[['집게'], ['겸']]]","金","5","13","37463","9257","U+9257"
"겸","특급Ⅱ","箝","[[['재갈'], ['겸']]]","竹","8","14","31645","7B9D","U+7B9D"
"겸","특급","歉","[[['흉년들'], ['겸']]]","欠","10","14","27465","6B49","U+6B49"
"겸","특급","蒹","[[['갈대'], ['겸']]]","艸","10","14","33977","84B9","U+84B9"
"경","6급","京","[[['서울'], ['경']]]","亠","6","8","20140","4EAC","U+4EAC"
"경","5급Ⅱ","敬","[[['공경'], ['경']]]","攴","9","13","25964","656C","U+656C"
"경","5급","輕","[[['가벼울'], ['경']]]","車","7","14","36629","8F15","U+8F15"
"경","5급","競","[[['다툴'], ['경']]]","立","15","20","31478","7AF6","U+7AF6"
"경","5급","景","[[['볕'], ['경']]]","日","8","12","26223","666F","U+666F"
"경","4급Ⅱ","境","[[['지경'], ['경']]]","土","11","14","22659","5883","U+5883"
"경","4급Ⅱ","經","[[['지날', '글'], ['경']]]","糸","7","13","32147","7D93","U+7D93"
